State,Agency_Type,Agency_name,Total_incidents_bias_motivation,Bias_Motivation_Race_Ethnicity_Ancestry,Bias_Motivation_Religion,Bias_Motivation_Sexual_orientation,Bias_Motivation_Disability,Bias_Motivation_Gender,Bias_Motivation_Gender_Identity,Total_incidents_Q1_to_Q4,No_of_incidents_Q1,No_of_incidents_Q2,No_of_incidents_Q3,No_of_incidents_Q4,Population,agency_with_state,lon,lat
Illinois,Cities,Urbana,1,0,1,0,0,0,0,1,0,0,0,1,42461,"Urbana, Illinois",-88.2072697,40.1105875
Illinois,Cities,West Chicago,1,1,0,0,0,0,0,1,0,0,1,0,27490,"West Chicago, Illinois",NA,NA
Illinois,Cities,Wheeling,1,0,0,0,0,0,1,1,1,0,0,0,38158,"Wheeling, Illinois",-87.9289591,42.1391927
Illinois,Cities,Woodstock,1,1,0,0,0,0,0,1,0,0,0,1,25259,"Woodstock, Illinois",-88.44870209999999,42.3147436
Illinois,Universities and Colleges,"Southern Illinois University, Carbondale",1,1,0,0,0,0,0,1,0,0,1,0,17292,"Southern Illinois University, Carbondale, Illinois",-89.22491339999999,37.7090577
Illinois,Metropolitan Counties,Champaign,2,0,1,0,0,1,0,2,0,1,1,0,NA,"Champaign, Illinois",-88.2433829,40.1164204
Illinois,Metropolitan Counties,Sangamon,1,1,0,0,0,0,0,1,0,0,0,1,NA,"Sangamon, Illinois",-89.62516459999999,39.7337353
Illinois,Metropolitan Counties,Will,1,0,0,1,0,0,0,1,0,1,0,0,NA,"Will, Illinois",-88.0900762,41.5054724
Indiana,Cities,Anderson,1,0,0,1,0,0,0,1,NA,1,NA,NA,55134,"Anderson, Indiana",-85.6802541,40.1053196
Indiana,Cities,Bloomington,9,7,0,2,0,0,0,9,3,1,1,4,84772,"Bloomington, Indiana",-86.52638569999999,39.165325
Indiana,Cities,Fort Wayne,4,2,0,2,0,0,0,4,1,1,1,1,261642,"Fort Wayne, Indiana",-85.1393513,41.079273
Indiana,Cities,Indianapolis,28,20,3,5,0,0,0,28,5,11,8,4,866351,"Indianapolis, Indiana",-86.158068,39.768403
Indiana,Cities,La Porte,2,2,0,0,0,0,0,2,NA,2,NA,NA,21891,"La Porte, Indiana",-86.7227195,41.611143
Indiana,Cities,Muncie,1,1,0,0,0,0,0,1,0,0,1,0,70065,"Muncie, Indiana",-85.3863599,40.1933767
Indiana,Cities,Munster,1,0,1,0,0,0,0,1,1,NA,NA,NA,22865,"Munster, Indiana",-87.5125412,41.5644798
Indiana,Cities,Plainfield,1,0,1,0,0,0,0,1,1,0,0,NA,31198,"Plainfield, Indiana",-86.39943869999999,39.70421229999999
Indiana,Cities,South Bend,10,10,0,0,0,0,0,10,3,2,5,0,101621,"South Bend, Indiana",-86.25198979999999,41.6763545
Indiana,Cities,Westville,1,0,0,1,0,0,0,1,NA,NA,1,NA,5641,"Westville, Indiana",-86.9005825,41.54142969999999
Indiana,Universities and Colleges,Ball State University,1,1,0,0,0,0,0,1,NA,NA,NA,1,21196,"Ball State University, Indiana",-85.40698599999999,40.2061028
Indiana,Universities and Colleges,"Indiana University, Indianapolis",1,1,0,0,0,0,0,1,NA,1,NA,NA,30105,"Indiana University, Indianapolis, Indiana",-86.1763393,39.7738832
Indiana,Universities and Colleges,Purdue University,3,1,0,2,0,0,0,3,1,1,0,1,40472,"Purdue University, Indiana",-86.92119459999999,40.4237054
Indiana,Metropolitan Counties,Brown,1,0,0,1,0,0,0,1,NA,NA,NA,1,NA,"Brown, Indiana",-86.17517590000001,39.1749729
Indiana,Metropolitan Counties,Porter,1,1,0,0,0,0,0,1,NA,NA,1,NA,NA,"Porter, Indiana",-87.07419949999999,41.6155937
Indiana,Nonmetropolitan Counties,Dubois,1,0,0,0,0,1,0,1,1,NA,NA,NA,NA,"Dubois, Indiana",-86.8041574,38.4453945
Indiana,State Police Agencies,Indiana State Police,3,3,0,0,0,0,0,3,NA,NA,2,1,NA,"Indiana State Police, Indiana",NA,NA
Indiana,State Police Agencies,State Police: Daviess County,1,0,1,0,0,0,0,1,0,0,0,1,NA,"State Police: Daviess County, Indiana",-87.1719055,38.6580182
Indiana,State Police Agencies,State Police: Marion County,2,1,1,0,0,0,0,2,0,1,0,1,NA,"State Police: Marion County, Indiana",-86.1649229,39.7691002
Indiana,State Police Agencies,State Police: Monroe County,2,0,2,0,0,0,0,2,2,0,0,0,NA,"State Police: Monroe County, Indiana",-86.560628,39.18103
Indiana,State Police Agencies,State Police: Putnam County,1,1,0,0,0,0,0,1,0,0,1,0,NA,"State Police: Putnam County, Indiana",-86.88780709999999,39.5684184
Indiana,State Police Agencies,State Police: Scott County,1,1,0,0,0,0,0,1,0,1,0,0,NA,"State Police: Scott County, Indiana",-85.84149239999999,38.9548578
Indiana,State Police Agencies,State Police: Vanderburgh County,1,0,1,0,0,0,0,1,0,0,1,0,NA,"State Police: Vanderburgh County, Indiana",-87.5499253,38.1551905
Indiana,State Police Agencies,State Police: Washington County,1,0,1,0,0,0,0,1,0,1,0,0,NA,"State Police: Washington County, Indiana",-86.0998606,38.6051406
Iowa,Cities,Boone,1,1,0,0,0,0,0,1,0,0,1,0,12702,"Boone, Iowa",-93.8802273,42.0597047
Iowa,Cities,Clinton,1,0,1,0,0,0,0,1,0,0,0,1,25906,"Clinton, Iowa",-90.1887379,41.8444735
Iowa,Cities,Des Moines,3,2,1,0,0,0,0,3,0,1,1,1,211501,"Des Moines, Iowa",-93.6091064,41.6005448
Iowa,Cities,Dubuque,1,1,0,0,0,0,0,1,0,1,0,0,59026,"Dubuque, Iowa",-90.66457179999999,42.5005583
Iowa,Cities,Iowa City,3,3,0,0,0,0,0,3,1,0,0,2,75527,"Iowa City, Iowa",-91.5301683,41.6611277
Iowa,Cities,Newton,1,1,0,0,0,0,0,1,0,0,1,0,15102,"Newton, Iowa",-93.05735330000002,41.7033177
Iowa,Cities,North Liberty,1,1,0,0,0,0,0,1,0,0,1,0,16458,"North Liberty, Iowa",-91.60809739999999,41.739482
Iowa,Cities,Oskaloosa,1,1,0,0,0,0,0,1,0,0,1,0,11626,"Oskaloosa, Iowa",-92.6493595,41.2916728
Iowa,Cities,West Des Moines,1,0,0,1,0,0,0,1,0,0,0,1,65631,"West Des Moines, Iowa",-93.711332,41.5772115
Iowa,Universities and Colleges,Iowa State University,1,1,0,0,0,0,0,1,0,0,0,1,35714,"Iowa State University, Iowa",-93.6464654,42.0266187
Iowa,Universities and Colleges,University of Iowa,2,2,0,0,0,0,0,2,0,0,0,2,30844,"University of Iowa, Iowa",-91.5548998,41.6626963
Iowa,Metropolitan Counties,Linn,1,0,0,1,0,0,0,1,0,1,0,0,NA,"Linn, Iowa",-91.67606909999999,42.0659844
Kansas,Cities,Andover,1,1,0,0,0,0,0,1,0,0,0,1,12937,"Andover, Kansas",-97.1364294,37.7139041
Kansas,Cities,Chanute,1,1,0,0,0,0,0,1,0,1,0,0,9279,"Chanute, Kansas",-95.4572034,37.6792135
Kansas,Cities,Coffeyville,1,0,0,0,1,0,0,1,0,0,1,0,9555,"Coffeyville, Kansas",-95.6163665,37.0373005
Kansas,Cities,Dodge City,3,2,0,0,1,0,0,3,1,1,1,0,27997,"Dodge City, Kansas",-100.0170787,37.7527982
Kansas,Cities,Edwardsville,1,1,0,0,0,0,0,1,0,1,0,0,4377,"Edwardsville, Kansas",-94.8196847,39.0611154
Kansas,Cities,El Dorado,2,1,1,0,0,0,0,2,2,0,0,0,12913,"El Dorado, Kansas",-96.8622524,37.81724
Kansas,Cities,Elwood,1,1,0,0,0,0,0,1,0,0,1,0,1181,"Elwood, Kansas",NA,NA
Kansas,Cities,Garden City,1,0,0,1,0,0,0,1,0,0,0,1,27038,"Garden City, Kansas",-100.8726618,37.9716898
Kansas,Cities,Hays,1,1,0,0,0,0,0,1,1,0,0,0,21206,"Hays, Kansas",-99.3267702,38.8791783
Kansas,Cities,Hiawatha,1,1,0,0,0,0,0,1,0,1,0,0,3080,"Hiawatha, Kansas",-95.53581559999999,39.8525033
Kansas,Cities,Hutchinson,1,0,0,1,0,0,0,1,0,0,1,0,41439,"Hutchinson, Kansas",NA,NA
Kansas,Cities,Independence,1,1,0,0,0,0,0,1,0,0,1,0,8860,"Independence, Kansas",-95.7083131,37.2242358
Kansas,Cities,Lenexa,1,1,0,0,0,0,0,1,0,0,0,1,53376,"Lenexa, Kansas",-94.73357089999999,38.9536174
Kansas,Cities,Newton,2,2,0,0,0,0,0,2,0,0,1,1,19226,"Newton, Kansas",-97.34503649999999,38.0466779
Kansas,Cities,Oakley,1,1,0,0,0,0,0,1,0,1,0,0,2104,"Oakley, Kansas",NA,NA
Kansas,Cities,Ottawa,1,1,0,0,0,0,0,1,0,0,0,1,12334,"Ottawa, Kansas",-95.2686366,38.615768
Kansas,Cities,Overland Park,4,2,2,0,0,0,0,4,2,0,1,1,189104,"Overland Park, Kansas",-94.6707917,38.9822282
Kansas,Cities,Pittsburg,1,1,0,0,0,0,0,1,0,0,1,0,20439,"Pittsburg, Kansas",-94.70496,37.410884
Kansas,Cities,Pratt,1,1,0,0,0,0,0,1,0,1,0,0,6854,"Pratt, Kansas",-98.73759109999999,37.6439071
Kansas,Cities,Salina,3,3,0,0,0,0,0,3,0,0,1,2,47805,"Salina, Kansas",NA,NA
Kansas,Cities,Wichita,7,5,0,2,0,0,0,7,1,1,3,2,391399,"Wichita, Kansas",-97.33005299999999,37.68717609999999
Kansas,Universities and Colleges,"University of Kansas, Medical Center3",1,1,0,0,0,0,0,1,0,1,0,0,NA,"University of Kansas, Medical Center3, Kansas",-94.6101621,39.0560977
Kansas,Universities and Colleges,Washburn University,1,1,0,0,0,0,0,1,0,0,0,1,6615,"Washburn University, Kansas",-95.7017075,39.0333113
Kansas,Universities and Colleges,Wichita State University,1,1,0,0,0,0,0,1,0,0,1,0,14240,"Wichita State University, Kansas",-97.29286929999999,37.7193933
Kansas,Metropolitan Counties,Linn,1,1,0,0,0,0,0,1,0,0,0,1,NA,"Linn, Kansas",-97.08419180000001,39.6800019
Kansas,Metropolitan Counties,Riley County Police Department,4,2,1,1,0,0,0,4,2,1,1,0,NA,"Riley County Police Department, Kansas",NA,NA
Kansas,Metropolitan Counties,Shawnee,2,1,1,0,0,0,0,2,0,1,0,1,NA,"Shawnee, Kansas",-94.7151865,39.02284849999999
Kansas,Metropolitan Counties,Wabaunsee,1,1,0,0,0,0,0,1,0,0,1,0,NA,"Wabaunsee, Kansas",-96.346109,39.1461086
Kansas,Nonmetropolitan Counties,Greeley,1,0,0,0,1,0,0,1,0,0,1,0,NA,"Greeley, Kansas",-95.12691559999999,38.3666861
Kansas,Nonmetropolitan Counties,Reno,1,1,0,0,0,0,0,1,1,0,0,NA,NA,"Reno, Kansas",-98.04651849999999,37.9569553
Kentucky,Cities,Alexandria,1,1,0,0,0,0,0,1,0,1,0,0,9112,"Alexandria, Kentucky",-84.3879946,38.9595078
Kentucky,Cities,Ashland,1,0,1,0,0,0,0,1,1,0,0,0,20987,"Ashland, Kentucky",-82.63793869999999,38.4784144
Kentucky,Cities,Audubon Park,1,1,0,0,0,0,0,1,1,0,0,0,1515,"Audubon Park, Kentucky",-85.72523939999999,38.2039592
Kentucky,Cities,Bellevue,2,1,0,1,0,0,0,2,0,0,0,2,5879,"Bellevue, Kentucky",-84.478831,39.1064488
Kentucky,Cities,Benton,2,0,1,1,0,0,0,2,0,0,0,2,4346,"Benton, Kentucky",-88.350315,36.85727809999999
Kentucky,Cities,Berea,3,2,1,0,0,0,0,3,1,0,1,1,15135,"Berea, Kentucky",-84.2963223,37.568694
Kentucky,Cities,Bowling Green,11,6,2,3,0,0,0,11,1,3,4,3,64561,"Bowling Green, Kentucky",-86.4808043,36.9685219
Kentucky,Cities,Cave City,1,1,0,0,0,0,0,1,0,1,0,0,2411,"Cave City, Kentucky",-85.9569195,37.1367171
Kentucky,Cities,Cloverport,1,1,0,0,0,0,0,1,0,0,1,0,1157,"Cloverport, Kentucky",-86.6327615,37.8333901
Kentucky,Cities,Covington,10,4,3,3,0,0,0,10,2,3,3,2,41094,"Covington, Kentucky",-84.5085536,39.0836712
Kentucky,Cities,Cynthiana,1,1,0,0,0,0,0,1,1,0,0,0,6421,"Cynthiana, Kentucky",-84.2941013,38.3903526
Kentucky,Cities,Elizabethtown,1,0,0,1,0,0,0,1,0,0,0,1,29821,"Elizabethtown, Kentucky",-85.8649408,37.7030646
Kentucky,Cities,Elkton,1,0,1,0,0,0,0,1,1,0,0,0,2181,"Elkton, Kentucky",-87.1541675,36.8100425
Kentucky,Cities,Elsmere,3,2,0,1,0,0,0,3,1,1,0,1,8563,"Elsmere, Kentucky",-84.60466629999999,39.0125608
Kentucky,Cities,Fort Mitchell,1,0,0,1,0,0,0,1,0,0,1,0,8334,"Fort Mitchell, Kentucky",-84.55991689999999,39.0472046
Kentucky,Cities,Frankfort,3,2,1,0,0,0,0,3,0,1,1,1,27926,"Frankfort, Kentucky",-84.87328350000001,38.2009055
Kentucky,Cities,Franklin,2,2,0,0,0,0,0,2,0,0,1,1,8852,"Franklin, Kentucky",-86.57721769999999,36.722263
Kentucky,Cities,Georgetown,3,3,0,0,0,0,0,3,1,1,1,0,33007,"Georgetown, Kentucky",-84.55883109999999,38.2097967
Kentucky,Cities,Glasgow,2,1,0,1,0,0,0,2,0,1,1,0,14560,"Glasgow, Kentucky",-85.91192149999999,36.9958839
Kentucky,Cities,Henderson,2,2,0,0,0,0,0,2,1,0,0,1,28904,"Henderson, Kentucky",-87.59001339999999,37.8361538
Kentucky,Cities,Highland Heights,1,0,1,0,0,0,0,1,0,0,0,1,7216,"Highland Heights, Kentucky",-84.4518854,39.0331169
Kentucky,Cities,Hopkinsville,5,5,0,0,0,0,0,5,3,1,0,1,32222,"Hopkinsville, Kentucky",-87.4886186,36.8656008
Kentucky,Cities,Lakeside Park-Crestview Hills,1,0,0,1,0,0,0,1,0,0,0,1,6159,"Lakeside Park-Crestview Hills, Kentucky",-84.5691102,39.03561620000001
Kentucky,Cities,Lancaster,1,1,0,0,0,0,0,1,1,0,0,0,3873,"Lancaster, Kentucky",-84.5779957,37.6195246
Kentucky,Cities,Lexington,41,26,9,4,1,1,0,41,7,9,14,11,317853,"Lexington, Kentucky",-84.5037164,38.0405837
Kentucky,Cities,Louisville Metro,11,5,3,1,0,0,2,11,2,1,3,5,683825,"Louisville Metro, Kentucky",-85.7584557,38.2526647
Kentucky,Cities,Loyall,1,1,0,0,0,0,0,1,0,0,0,1,648,"Loyall, Kentucky",-83.3540718,36.8520327
Kentucky,Cities,Madisonville,4,2,2,0,0,0,0,4,4,0,0,0,19467,"Madisonville, Kentucky",-87.4988882,37.32810050000001
Kentucky,Cities,Mayfield,2,2,0,0,0,0,0,2,1,0,1,0,10086,"Mayfield, Kentucky",-88.6367154,36.7417235
Kentucky,Cities,Mount Washington,3,3,0,0,0,0,0,3,1,0,0,2,14162,"Mount Washington, Kentucky",-85.54578769999999,38.0500627
Kentucky,Cities,Murray,2,1,1,0,0,0,0,2,1,1,0,0,19182,"Murray, Kentucky",-88.31476099999999,36.6103334
Kentucky,Cities,Nicholasville,6,5,1,0,0,0,0,6,2,0,3,1,30093,"Nicholasville, Kentucky",-84.5729961,37.8806341
Kentucky,Cities,Owensboro,4,4,0,0,0,0,0,4,1,0,0,3,59359,"Owensboro, Kentucky",-87.1111676,37.7719074
Kentucky,Cities,Paducah,3,2,1,0,0,0,0,3,0,1,1,1,24836,"Paducah, Kentucky",-88.6000478,37.0833893
Kentucky,Cities,Paris,1,0,1,0,0,0,0,1,0,0,1,0,9883,"Paris, Kentucky",-84.2529869,38.2097987
Kentucky,Cities,Radcliff,4,3,0,0,0,0,1,4,1,0,2,1,22346,"Radcliff, Kentucky",-85.9491298,37.8403456
Kentucky,Cities,Richmond,1,1,0,0,0,0,0,1,0,0,0,1,33965,"Richmond, Kentucky",-84.2946539,37.7478572
Kentucky,Cities,Shelbyville,2,2,0,0,0,0,0,2,1,1,0,0,15488,"Shelbyville, Kentucky",NA,NA
Kentucky,Cities,Shively,1,0,0,1,0,0,0,1,0,1,0,0,15800,"Shively, Kentucky",NA,NA
Kentucky,Cities,Stanton,1,0,1,0,0,0,0,1,0,0,1,0,2651,"Stanton, Kentucky",-83.85825249999999,37.8456373
Kentucky,Cities,St. Matthews,3,3,0,0,0,0,0,3,0,0,2,1,18127,"St. Matthews, Kentucky",-85.63577889999999,38.2435659
Kentucky,Cities,Versailles,1,1,0,0,0,0,0,1,0,1,0,0,25923,"Versailles, Kentucky",-84.7299464,38.05257599999999
Kentucky,Cities,Winchester,3,3,0,0,0,0,0,3,1,0,2,0,18461,"Winchester, Kentucky",NA,NA
Kentucky,Universities and Colleges,Eastern Kentucky University,1,1,0,0,0,0,0,1,0,1,0,0,16844,"Eastern Kentucky University, Kentucky",NA,NA
Kentucky,Universities and Colleges,Murray State University,1,0,1,0,0,0,0,1,0,0,0,1,10998,"Murray State University, Kentucky",-88.3214979,36.6163842
Kentucky,Universities and Colleges,University of Kentucky,1,1,0,0,0,0,0,1,0,0,0,1,29727,"University of Kentucky, Kentucky",NA,NA
Kentucky,Universities and Colleges,University of Louisville,2,0,0,2,0,0,0,2,1,1,0,0,21294,"University of Louisville, Kentucky",NA,NA
Kentucky,Universities and Colleges,Western Kentucky University,1,1,0,0,0,0,0,1,0,0,1,0,20063,"Western Kentucky University, Kentucky",NA,NA
Kentucky,Metropolitan Counties,Boone,2,1,0,1,0,0,0,2,0,1,1,0,NA,"Boone, Kentucky",-84.7315563,38.9940572
Kentucky,Metropolitan Counties,Boyd,1,1,0,0,0,0,0,1,1,0,0,0,NA,"Boyd, Kentucky",-82.6915429,38.3833265
Kentucky,Metropolitan Counties,Bracken,1,0,0,0,1,0,0,1,0,0,0,1,NA,"Bracken, Kentucky",-84.05902900000001,38.7117016
Kentucky,Metropolitan Counties,Bullitt,4,4,0,0,0,0,0,4,0,2,2,0,NA,"Bullitt, Kentucky",NA,NA
Kentucky,Metropolitan Counties,Campbell County Police Department,1,1,0,0,0,0,0,1,0,1,0,0,NA,"Campbell County Police Department, Kentucky",-84.3924359,38.949782
Kentucky,Metropolitan Counties,Christian,1,1,0,0,0,0,0,1,0,0,1,0,NA,"Christian, Kentucky",NA,NA
Kentucky,Metropolitan Counties,Daviess,2,1,1,0,0,0,0,2,0,0,0,2,NA,"Daviess, Kentucky",-87.10237459999999,37.7307984
Kentucky,Metropolitan Counties,Hardin,1,1,0,0,0,0,0,1,1,0,0,0,NA,"Hardin, Kentucky",-88.2953134,36.7647773
Kentucky,Metropolitan Counties,Jefferson,1,0,1,0,0,0,0,1,1,0,0,0,NA,"Jefferson, Kentucky",-85.64348700000001,38.1938097
Kentucky,Metropolitan Counties,Kenton,1,1,0,0,0,0,0,1,1,0,0,0,NA,"Kenton, Kentucky",-84.56414699999999,38.9863872
Kentucky,Metropolitan Counties,Oldham County Police Department,1,1,0,0,0,0,0,1,0,0,1,0,NA,"Oldham County Police Department, Kentucky",-85.4418108,38.3956872
Kentucky,Metropolitan Counties,Pendleton,1,0,1,0,0,0,0,1,0,0,0,1,NA,"Pendleton, Kentucky",-85.3035678,38.4622879
Kentucky,Metropolitan Counties,Shelby,2,1,1,0,0,0,0,2,1,0,1,0,NA,"Shelby, Kentucky",-85.2308414,38.1778076
Kentucky,Metropolitan Counties,Spencer,1,1,0,0,0,0,0,1,0,0,1,0,NA,"Spencer, Kentucky",-85.31362179999999,38.0123167
Kentucky,Nonmetropolitan Counties,Anderson,1,1,0,0,0,0,0,1,0,0,0,1,NA,"Anderson, Kentucky",-84.981754,37.998648
Kentucky,Nonmetropolitan Counties,Franklin,2,1,1,0,0,0,0,2,0,1,1,0,NA,"Franklin, Kentucky",-86.57721769999999,36.722263
Kentucky,Nonmetropolitan Counties,Letcher,1,1,0,0,0,0,0,1,1,0,0,0,NA,"Letcher, Kentucky",-82.9590507,37.1450963
Kentucky,Nonmetropolitan Counties,Mason,1,1,0,0,0,0,0,1,0,0,0,1,NA,"Mason, Kentucky",-83.8897057,38.6194103
Kentucky,Nonmetropolitan Counties,McCracken,1,1,0,0,0,0,0,1,1,0,0,0,NA,"McCracken, Kentucky",-88.7108964,37.03306070000001
Kentucky,Nonmetropolitan Counties,McCreary,1,1,0,0,0,0,0,1,0,1,0,0,NA,"McCreary, Kentucky",-84.4802606,36.6973499
Kentucky,Nonmetropolitan Counties,Muhlenberg County Police Department,2,2,0,0,0,0,0,2,2,0,0,0,NA,"Muhlenberg County Police Department, Kentucky",-87.1780321,37.2008182
Kentucky,Nonmetropolitan Counties,Nelson,1,1,0,0,0,0,0,1,0,0,1,0,NA,"Nelson, Kentucky",-85.47880649999999,37.7647455
Kentucky,Nonmetropolitan Counties,Wolfe,1,1,0,0,0,0,0,1,1,0,0,0,NA,"Wolfe, Kentucky",-83.46435509999999,37.75508689999999
Kentucky,State Police Agencies,State Police:Bowling Green,4,1,3,0,0,0,0,4,0,0,2,2,NA,"State Police:Bowling Green, Kentucky",-86.4772216,36.9504787
Kentucky,State Police Agencies,State Police:Harlan,1,0,1,0,0,0,0,1,0,1,0,0,NA,"State Police:Harlan, Kentucky",-83.3138859,36.8151041
Kentucky,State Police Agencies,State Police:Hazard,2,2,0,0,0,0,0,2,0,0,1,1,NA,"State Police:Hazard, Kentucky",-83.21653909999999,37.2980978
Kentucky,State Police Agencies,State Police:Henderson,2,1,1,0,0,0,0,2,0,0,2,0,NA,"State Police:Henderson, Kentucky",NA,NA
Kentucky,State Police Agencies,State Police:Mayfield,1,1,0,0,0,0,0,1,0,0,1,0,NA,"State Police:Mayfield, Kentucky",-88.6686399,36.8581684
Kentucky,State Police Agencies,State Police:Richmond,1,0,1,0,0,0,0,1,1,0,0,0,NA,"State Police:Richmond, Kentucky",NA,NA
Kentucky,Other Agencies,Fayette County Schools,2,2,0,0,0,0,0,2,1,0,0,1,NA,"Fayette County Schools, Kentucky",-84.4802606,38.06064780000001
Kentucky,Other Agencies,Jefferson County School District,2,1,1,0,0,0,0,2,1,0,1,0,NA,"Jefferson County School District, Kentucky",-85.64348700000001,38.1938097
Louisiana,Cities,Baton Rouge,3,2,0,1,0,0,0,3,0,0,1,2,228389,"Baton Rouge, Louisiana",-91.18714659999999,30.4514677
Louisiana,Cities,New Orleans2,6,3,2,1,0,0,0,5,3,1,0,1,397208,"New Orleans2, Louisiana",NA,NA
Louisiana,Cities,Thibodaux,1,1,0,0,0,0,0,1,0,0,1,0,14588,"Thibodaux, Louisiana",-90.82287099999999,29.7957633
Louisiana,Cities,Westlake,1,1,0,0,0,0,0,1,1,0,0,0,4626,"Westlake, Louisiana",-93.25070989999999,30.2421496
Louisiana,Metropolitan Counties,Bossier,2,1,0,1,0,0,0,2,1,0,1,0,NA,"Bossier, Louisiana",-93.66232389999999,32.7551322
Louisiana,Metropolitan Counties,Caddo,1,0,1,0,0,0,0,1,0,0,0,1,NA,"Caddo, Louisiana",-93.86553029999999,32.6136798
Louisiana,Metropolitan Counties,St. Charles,6,6,0,0,0,0,0,6,0,0,6,NA,NA,"St. Charles, Louisiana",-90.3371889,29.9273657
Louisiana,Metropolitan Counties,St. John the Baptist,5,4,0,1,0,0,0,5,0,3,2,0,NA,"St. John the Baptist, Louisiana",-90.4879916,30.1118331
Louisiana,Nonmetropolitan Counties,Avoyelles,1,1,0,0,0,0,0,1,NA,NA,1,NA,NA,"Avoyelles, Louisiana",-92.0665197,30.9711824
Louisiana,Nonmetropolitan Counties,Madison,1,1,0,0,0,0,0,1,0,0,1,0,NA,"Madison, Louisiana",NA,NA
Maine,Cities,Augusta,2,0,1,1,0,0,0,2,1,0,1,0,18347,"Augusta, Maine",-69.7794897,44.3106241
Maine,Cities,Biddeford,1,0,1,0,0,0,0,1,0,0,1,0,21285,"Biddeford, Maine",-70.45338439999999,43.4925843
Maine,Cities,Farmington,1,0,0,1,0,0,0,1,0,0,1,0,7401,"Farmington, Maine",-70.1512169,44.67049979999999
Maine,Cities,Lewiston,2,2,0,0,0,0,0,2,0,1,1,0,36126,"Lewiston, Maine",-70.21477639999999,44.100351
Maine,Cities,Lincoln,1,1,0,0,0,0,0,1,0,0,0,1,5020,"Lincoln, Maine",NA,NA
Maine,Cities,Old Orchard Beach,1,1,0,0,0,0,0,1,0,0,0,1,8807,"Old Orchard Beach, Maine",-70.3772911,43.5177659
Maine,Cities,Portland,11,6,3,2,0,0,0,11,2,3,6,0,67041,"Portland, Maine",NA,NA
Maine,Cities,Saco,6,4,2,0,0,0,0,6,1,2,1,2,19197,"Saco, Maine",-70.4428286,43.5009176
Maine,Cities,Sanford,2,1,0,1,0,0,0,2,0,1,0,1,20914,"Sanford, Maine",-70.7742804,43.4391627
Maine,Cities,Scarborough,1,0,1,0,0,0,0,1,0,1,0,0,19851,"Scarborough, Maine",NA,NA
Maine,Cities,South Portland,3,0,2,1,0,0,0,3,0,1,1,1,25674,"South Portland, Maine",-70.2408811,43.6414716
Maine,Cities,Waterville,1,1,0,0,0,0,0,1,0,0,0,1,16370,"Waterville, Maine",-69.6317121,44.5520105
Maine,Universities and Colleges,University of Southern Maine,7,4,1,2,0,0,0,7,2,0,3,2,7739,"University of Southern Maine, Maine",NA,NA
Maine,State Police Agencies,"State Police, Kennebec County",1,1,0,0,0,0,0,1,1,0,0,0,NA,"State Police, Kennebec County, Maine",-69.7299889,44.7558117
Maryland,Cities,Baltimore,3,1,0,2,0,0,0,3,0,1,2,0,618385,"Baltimore, Maryland",-76.6121893,39.2903848
Maryland,Cities,Laurel,2,1,0,1,0,0,0,2,0,2,0,0,26424,"Laurel, Maryland",-76.8483061,39.0992752
Maryland,Universities and Colleges,"University of Maryland, College Park",1,1,0,0,0,0,0,1,0,0,0,1,38140,"University of Maryland, College Park, Maryland",-76.9425543,38.9869183
Maryland,Metropolitan Counties,Anne Arundel County Police Department,16,10,5,1,0,0,0,16,2,1,3,10,NA,"Anne Arundel County Police Department, Maryland",NA,NA
Maryland,Metropolitan Counties,Baltimore County Police Department,1,1,0,0,0,0,0,1,0,0,1,0,NA,"Baltimore County Police Department, Maryland",NA,NA
Maryland,Metropolitan Counties,Harford,4,4,0,0,0,0,0,4,1,1,0,2,NA,"Harford, Maryland",-76.3637285,39.5838964
Maryland,Metropolitan Counties,Howard County Police Department,1,1,0,0,0,0,0,1,0,NA,0,1,NA,"Howard County Police Department, Maryland",-76.80739810000001,39.27569
Maryland,Metropolitan Counties,Montgomery County Police Department,7,4,1,2,0,0,0,7,2,NA,3,2,NA,"Montgomery County Police Department, Maryland",NA,NA
Maryland,State Police Agencies,"State Police, Anne Arundel County",1,0,1,0,0,0,0,1,0,0,0,1,NA,"State Police, Anne Arundel County, Maryland",NA,NA
Maryland,Other Agencies,"National Capitol Park Police, Montgomery County",1,1,0,0,0,0,0,1,0,1,0,0,NA,"National Capitol Park Police, Montgomery County, Maryland",-77.0462876,39.0649044
Massachusetts,Cities,Acton,3,2,0,0,0,0,1,3,1,2,0,0,23770,"Acton, Massachusetts",-71.43284,42.4850931
Massachusetts,Cities,Andover,3,2,1,0,0,0,0,3,1,2,0,0,35558,"Andover, Massachusetts",-71.1367953,42.6583356
Massachusetts,Cities,Arlington,11,9,1,0,1,0,0,10,2,4,3,1,45004,"Arlington, Massachusetts",-71.1564729,42.4153925
Massachusetts,Cities,Barnstable,4,0,0,3,1,0,0,4,1,0,3,0,43974,"Barnstable, Massachusetts",-70.3002024,41.7003208
Massachusetts,Cities,Belmont,1,1,0,0,0,0,0,1,0,0,0,1,25637,"Belmont, Massachusetts",-71.1776114,42.3956405
Massachusetts,Cities,Beverly,3,2,1,0,0,0,0,3,1,1,1,0,41303,"Beverly, Massachusetts",-70.880049,42.5584283
